Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
,,,69,69,69,0,0.1,,,,15.1,
195553,1624.63963,3.9,96,96,96,0,0.2,5.5,5.3,0.565,11.2,67.5
191266,1821.878734,3.1,95,95,95,0,0.2,5.6,5.4,0.562,11.1,67.3
18745,1619.532678,29.3,97,97,97,0,0.2,5.7,5.5,0.559,11,67.1
182889,138.949959,28.5,96,96,96,0,0.5,5.9,5.7,0.553,10.8,66.9
1788,134.326189,27.7,96,96,96,0,0.5,6,5.9,0.546,10.6,66.6
174776,1129.754961,26.9,98,98,98,0,0.5,6.1,6,0.542,10.6,66.2
17813,199.57146,26.2,98,99,98,0,0.9,6.3,6.2,0.533,10.1,65.8
166913,1126.46212,25.4,99,99,99,0,0.9,6.5,6.4,0.531,10.4,65.4
16311,894.927988,24.7,87,98,97,0,1.2,6.7,6.6,0.527,10.3,65.1
159328,843.89447,24,75,97,97,0,1.2,6.9,6.8,0.521,10.2,64.7
151969,693.345683,22.8,7,99,96,0,1.6,7.2,7.2,0.509,9.8,63.8
148372,649.342153,22.2,43,94,94,0,1.6,7.4,7.4,0.504,9.7,63.4
144889,555.8185378,21.7,,92,92,0,1.4,7.6,7.6,0.501,9.6,63.1
13866,,2.7,,87,82,0,1.5,8,8.1,0.488,9.3,62.6
,24575.434,67.3,98,98,98,154,0.1,7.7,7.5,0.841,15.8,74.4
,24934.38614,66.4,98,98,98,1164,0.1,7.6,7.5,0.83,15.2,74.3
,2533.9462,65.6,98,98,98,294,0.1,7.5,7.4,0.818,14.5,74.1
,2377.74739,64.7,98,98,98,362,0.1,7.4,7.4,0.804,13.9,73.9
,19259.58726,63.9,98,98,98,334,0.1,7.3,7.4,0.792,13.3,73.7
,1694.2931,63.1,98,98,98,82,0.1,7.3,7.3,0.787,13,73.4
,237.83234,62.4,98,98,98,158,0.1,7.2,7.3,0.779,12.8,73.3
,16472.1665,61.6,96,96,96,4648,0.1,7.2,7.3,0.773,12.7,73.2
,15334.66994,6.9,96,96,96,807,0.1,7.2,7.3,0.767,12.5,73.2
,9567.458285,58.5,95,95,95,1208,0.1,7.2,7.3,0.747,12.2,73
,8655.311531,57.7,97,95,95,311,0.1,7.3,7.3,0.745,12.1,72.9
,8643.4944,56.9,95,97,97,155,0.1,7.3,7.3,0.742,12,72.8
,9126.954277,56.2,93,95,95,0,0.1,7.3,7.4,0.737,11.8,72.6
14976994,98.7256145,24.3,89,85,89,58,0.3,9.5,9.3,0.491,9.5,66.7
141232,148.912351,23.2,92,89,92,17,0.3,9.9,9.7,0.474,8.7,66
13391,18.25321,22.2,92,89,92,18,0.4,1.2,1.1,0.455,7.9,64.9
12916229,11.631377,21.7,89,76,89,428,0.4,1.4,1.3,0.449,7.7,64.3
1255917,12.566464,21.2,86,83,86,999,0.5,1.6,1.5,0.444,7.5,63.5
1223957,11.33678,2.8,88,87,88,6,0.6,1.8,1.7,0.435,7.1,62.8
11873557,95.3978522,2.3,94,93,94,11,0.7,11,1.9,0.425,6.8,62.1
11556763,89.838296,19.9,89,89,89,3,0.7,11.2,11.1,0.422,6.6,61.3
11251266,773.8698713,19.5,84,84,84,0,0.7,11.4,11.3,0.415,6.4,65
1955944,733.581811,19.1,54,87,87,31,0.7,11.6,11.5,0.408,6.2,59.7
16799,642.7663113,18.7,,73,73,1519,0.7,11.8,11.7,0.401,5.9,59
1396861,513.26227,18.3,,6,6,18184,0.7,12,11.9,0.397,5.7,58.4
1134497,481.287397,17.9,,49,52,24789,0.6,12.1,12.1,0.381,5.4,57.9
988452,473.45338,17.5,,49,52,5839,0.5,12.3,12.3,0.378,5.2,57.5
795383,5237.255334,6,94,95,95,383,0.1,2,2,0.775,14.4,75.6
713576,62.173221,59.4,92,93,93,37,0.1,2.1,2.1,0.771,14.3,75.4
7164132,6353.826383,58.9,91,97,95,1,0.1,2.1,2.1,0.766,14.1,75.3
719977,5659.3824,58.3,97,93,91,0,0.1,2.1,2.1,0.767,14,74.9
723499,6423.291783,57.7,94,94,94,370,0.1,2.2,2.2,0.757,13.5,74.6
7291436,5411.87744,57,89,91,91,20,0.1,2.2,2.3,0.755,13.6,74.4
73287,5821.35397,56.4,93,97,95,1,0.1,2.3,2.3,0.754,13.6,74.1
735222,671.773913,55.8,93,95,95,2,0.1,2.3,2.4,0.749,13.5,74
7411569,4129.758741,54.5,93,97,92,2,0.1,2.5,2.5,0.739,13.4,73.6
744769,3528.1318,53.9,65,98,98,2,0.1,2.5,2.6,0.73,13.2,73
7463157,3331.228766,53.3,89,96,88,11,0.1,2.6,2.6,0.72,13.1,73
748591,2832.49652,52.8,,89,89,15,0.1,2.7,2.7,0.715,13,73
7496522,2149.9944,52.2,,95,95,63,0.1,2.7,2.8,0.715,13.2,72.9
753433,1634.87561,51.7,,93,93,35,0.1,2.8,2.8,0.709,13.1,73.1
93419,1539.464,37.4,98,97,97,0,0.1,5.7,6,0.781,14.1,73.2
91359,1557.77892,36.2,99,99,99,0,0.1,5.7,6,0.766,13.2,73
89949,15687.34795,35.5,99,98,98,0,0.1,5.7,6.1,0.762,13.5,72.9
87441,12189.9516,34.2,99,99,99,0,0.1,5.7,6.1,0.744,13.3,72.6
8977,184.68447,33.5,99,99,99,0,0.1,5.8,6.2,0.74,13.2,72.4
87298,976.9566,32.4,99,99,99,0,0.1,5.8,6.2,0.739,13.2,72.3
86956,11122.8627,31.8,99,99,99,0,0.1,5.9,6.3,0.739,13.2,72.2
8533,12154.82994,31.2,99,99,99,1,0.1,5.9,6.3,0.733,13.1,72.2
846,1214.39987,3.7,99,99,99,10,0.1,5.9,6.3,0.728,13.1,72.2
82858,1192.5174,3.1,99,99,99,0,0.1,6,6.4,0.712,12.1,72.2
82475,1176.65871,29.2,99,99,99,0,0.1,6,6.4,0.715,12.3,72.1
82781,8524.961236,28.7,99,99,99,0,0.1,6.1,6.5,0.713,12.1,72.1
83723,8331.261997,28.1,99,99,99,0,0.1,6.1,6.6,0.712,12.1,72.1
81131,7578.85153,27.1,98,98,98,0,0.1,6.3,6.7,0,12.3,71.8
723725,587.538233,24.4,86,86,86,607,0.5,7.4,7.3,0.431,9.5,51
779162,78.4394757,23.8,83,83,83,1006,0.6,7.5,7.4,0.426,9.5,48.1
676613,561.8984239,22.7,91,91,91,678,0.9,7.9,7.8,0.401,9.1,49.7
6611692,445.525,22.2,89,88,89,1865,1.3,8.1,8,0.392,8.9,48.9
645872,45.128418,21.7,86,84,86,1089,1.6,8.3,8.2,0.384,8.7,48.1
63126,394.5932439,21.2,84,81,84,31,1.7,8.5,8.4,0.375,8.5,47.1
6165372,46.3759178,2.7,77,75,77,44,1.9,8.7,8.7,0.367,8.3,46.2
615417,358.8274716,2.2,63,63,64,0,2.2,8.9,8.9,0.357,8.2,45.3
5848692,322.313468,19.7,,65,64,33,2.2,9.1,9.1,0.348,8,44.3
5439695,263.145817,18.8,,69,65,7,2.1,9.5,9.5,0.332,7.6,42.3
5199549,263.7618312,18.4,,66,73,586,1.9,9.7,9.8,0.322,7.4,41.5
4739147,227.779471,17.5,,38,38,649,1.5,1.1,1.2,0.302,7,41
4564297,139.3147734,17.2,,46,44,3575,1.2,1.3,1.4,0.292,6.7,39
,53629.73746,33.2,96,96,96,0,0.1,2.2,2.2,0.924,15.4,83.1
,56336.7234,32.9,96,96,96,0,0.1,2.2,2.2,0.922,15.4,82.9
,5629.18914,32.7,97,97,97,138,0.1,2.2,2.2,0.92,15.4,82.7
,54431.16199,32.4,97,97,97,42,0.1,2.2,2.1,0.917,15.4,82.5
,53166.67581,32.1,96,96,96,148,0.1,2.1,2.1,0.911,15.2,82.2
,46569.67951,31.8,96,96,96,50,0.1,2.1,2.1,0.889,14.5,82
,38577.55822,31.5,96,97,97,16,0.1,2.1,2.1,0.887,14.4,81.7
,39223.58187,3.9,96,97,97,15,0.1,2.1,2,0.873,14.1,81.1
,33579.85948,3.5,95,95,95,23,0.1,2.1,2,0.839,13.9,87
,29869.85398,3.2,96,96,96,33,0.1,2.1,2,0.821,12.6,82
,2745.27136,29.9,94,95,95,96,0.1,2.1,2,0.82,12.7,79.7
,23573.6284,29.6,95,96,96,33,0.1,2.1,2,0.819,12.7,79.3
,2216.83279,29.2,95,94,94,211,0.1,2.1,2,0.818,12.6,79
,21577.7823,28.9,95,95,96,408,0.1,2.1,2,0.82,12.7,78.7
,23792.677,28.5,97,98,98,141,0.1,2.1,2,0.81,12.5,78.3
,,59.1,96,96,96,1,0.1,1.2,1.2,0.842,15,76.7
,,57.8,98,98,98,0,0.1,1.2,1.3,0.838,15,76.1
,,56.5,99,99,99,0,0.1,1.2,1.3,0.829,15,75.6
,,55.9,99,99,99,0,0.1,1.3,1.3,0.822,15,75.1
,,54.8,99,99,99,0,0.1,1.3,1.4,0.813,14.8,74.7
,,54.2,99,99,99,0,0.1,1.3,1.4,0.802,14.5,74.4
,,53.7,99,99,99,0,0.1,1.4,1.5,0.793,14.3,74.3
,,53.1,99,99,99,0,0.1,1.4,1.5,0.784,14,74
,,52.6,99,99,99,2,0.1,1.4,1.5,0.776,13.8,74.1
,,52.1,99,98,99,1,0.1,1.5,1.6,0.771,13.6,73.8
,,51.6,99,98,99,0,0.1,1.5,1.6,0.763,13.3,73.7
,,51.1,99,99,99,0,0.1,1.5,1.6,0.763,13.3,73.3
,,5.7,98,98,99,0,0.1,1.6,1.7,0.761,13,73
263531,2729.86383,6.1,,95,95,18,0.1,1.4,1.3,0.888,17.3,88
259953,2315.31799,58.9,,95,95,1,0.1,1.4,1.4,0.878,16.8,85
257159,22486.47167,58.2,,96,96,2,0.1,1.5,1.5,0.877,16.8,82
252843,24985.24827,57.6,,96,96,22,0.1,1.6,1.6,0.876,17,79.8
248583,23437.4722,57,,96,96,2,0.1,1.6,1.6,0.872,16.9,79.5
239669,24633.79785,56.4,,96,96,0,0.1,1.7,1.7,0.873,16.9,79.1
221316,2751.8127,55.8,,97,97,0,0.1,1.7,1.7,0.869,16.9,78.9
218122,23841.31792,55.2,,97,97,0,0.1,1.8,1.8,0.865,16.8,78.3
26868,19726.1265,54.7,,97,97,0,0.1,1.8,1.9,0.858,16.7,78.1
2474,18169.1891,54.1,,95,95,0,0.1,1.9,2,0.853,16.3,77.5
199712,1726.9151,53.5,,94,94,0,0.1,2,2,0.85,16.6,77.2
1995733,1488.47154,52.9,,95,95,0,0.1,2,2.1,0.843,16.1,76.5
199453,11814.9994,52.3,,93,93,0,0.1,2.1,2.2,0.835,15.6,76.6
19926,1479.29634,51.8,,93,92,0,0.1,2.2,2.2,0.824,14.7,76.2
587482,1922.41388,5.5,98,99,98,0,0.1,1.1,1.2,0.514,9.6,69.2
57554,29.652622,49.7,88,94,88,0,0.1,1.1,1.2,0.512,9.6,68.8
563513,188.5159,48.9,94,99,94,0,0.1,1.1,1.2,0.509,9.5,68.8
551531,1858.689868,48.1,99,99,99,0,0.1,1.2,1.2,0.505,9.4,68.7
539614,1642.837974,47.2,99,99,99,0,0.1,1.2,1.2,0.497,9.4,68.5
52779,1272.44825,46.4,9,94,9,0,0.1,1.2,1.2,0.492,9.3,68.3
51679,1158.282672,45.5,92,98,92,0,0.1,1.2,1.2,0.494,9.3,68.1
54477,125.79167,44.7,89,94,89,0,0.1,1.2,1.2,0.489,9.2,68
49294,146.931125,43.8,9,93,9,0,0.1,1.2,1.2,0.482,9,67.6
481422,948.6592511,43,99,99,99,0,0.1,1.3,1.3,0.47,8.4,67.6
458324,818.442619,41.3,81,89,9,0,0.1,1.3,1.3,0.459,8.1,67.1
446769,744.7657423,4.4,79,84,84,0,0.1,1.3,1.3,0.453,8,66.8
435262,784.9562874,39.6,75,78,78,0,0.1,1.4,1.4,0.446,7.3,66.5
423853,944.81684,38.7,83,88,84,0,0.1,1.4,1.4,0.442,6.6,66.2
41269,154.518572,37.9,81,88,86,0,0.1,1.4,1.4,0.455,7.2,65.8
,426.98537,24.3,42,47,42,7497,0.7,6.6,6.4,,,55
,417.89143,23.8,42,47,42,10229,0.8,6.7,6.5,,,54.3
,,22.9,,47,42,9983,0.8,6.8,6.7,,,53.1
,,22,,49,45,115,0.8,7,6.8,,,52.4
,,21.5,,41,42,13,0.8,7.1,6.9,,,52.2
,,21.1,,4,31,1081,0.9,7.2,7,,,51.9
,,2.7,,4,4,1149,0.9,7.3,7.1,,,51.5
,,2.2,,26,26,7,0.9,7.4,7.2,,,51.5
,,19.8,,35,35,0,0.9,7.5,7.3,,,51.6
,,19.4,,3,3,12008,0.9,7.6,7.4,,,51.2
,,19,,4,4,8257,0.9,7.7,7.5,,,51.1
,,18.2,,33,33,3571,0.8,7.9,7.7,,,57
,,17.8,,37,33,3965,0.8,8,7.9,,,55
5511976.68,5769.77258,51.1,75,75,75,17,3.6,4.4,5.3,0.665,13,62.9
54146734.74,6479.625659,5.3,8,77,77,66,3.7,4.9,5.9,0.66,13,62
53311955.61,6876.953821,49.5,7,73,73,25,4.5,5.4,6.5,0.652,12.8,69
5256515.8,7548.163698,48.7,68,65,65,32,7.6,6,7.3,0.644,12.8,59.2
51729345.36,849.954224,47.9,76,69,69,92,8.5,6.6,8,0.638,12.8,58.9
5979432.36,7362.76139,47.2,71,72,72,12499,11,7.3,8.9,0.63,12.8,58
5255813.11,5888.6284,46.4,74,75,76,5857,19,8.1,9.8,0.622,12.8,56.5
49557573.3,5786.59972,45.7,76,77,79,39,23.5,8.9,1.7,0.616,12.9,55.3
4823384.48,5631.73485,44.3,83,79,82,81,28.1,1.6,12.8,0.609,12.9,54
476667.24,5414.634326,43.6,79,75,79,615,29.5,11.6,13.9,0.609,12.9,53.8
4717.99,4863.51688,42.9,76,73,74,830,29.7,12.6,15,0.611,12.9,53.7
46418193.9,3775.68275,42.2,71,7,69,244,28.9,13.5,16.1,0.613,12.9,54
45855482.88,2518.398261,41.6,72,7,7,1043,26.6,14.5,17.1,0.62,12.9,54.9
45312937,2681.781,4.9,72,71,71,1166,24,15.4,18.1,0.629,13,56
44896856,337.2253,4.1,73,71,73,1459,21.3,16.3,19.1,0.635,13,57.3
11882136,758.725782,,31,41,31,878,3.4,,,0.421,4.9,57.3
1153971,1151.861715,,,44,39,441,3.5,,,0.421,4.9,56.6
167192,1562.239346,,,,,0,4,,,0,0,55
967667,1264.78998,,,,,0,4.2,,,0,0,54.3
9263136,1678.711862,,,,,0,4.2,,,0,0,53.6
88568,,,,,,0,4.2,,,0,0,53.1
8468152,,,,,,0,4.1,,,0,0,52.5
818877,,,,,,0,3.9,,,0,0,51.9
7787655,,,,,,0,3.8,,,0,0,51.4
751642,,,,,,0,3.5,,,0,0,58
7237276,,,,,,0,3.3,,,0,0,52
6974442,,,,,,0,3,,,0,0,49.6
46447697,25683.84565,66.6,97,97,97,115,0.1,0.6,0.5,0.882,17.7,82.8
4648882,296.47225,66,96,97,97,154,0.1,0.6,0.5,0.877,17.6,82.6
466245,2921.9342,65.4,95,96,96,131,0.1,0.6,0.5,0.874,17.5,82.4
4677355,28562.29324,64.8,96,97,97,1204,0.1,0.6,0.5,0.871,17.2,82
46742697,31834.21816,64.1,97,97,97,3802,0.1,0.6,0.5,0.867,16.9,82.1
46576897,3736.228,63.5,97,97,97,302,0.1,0.6,0.5,0.86,16.4,81.9
46362946,32333.4661,62.9,96,96,96,41,0.1,0.6,0.5,0.858,16.3,81.6
44397319,28482.6948,61.1,97,98,98,362,0.1,0.6,0.5,0.844,15.9,88
42921895,24918.64584,59.9,97,97,97,26,0.1,0.6,0.5,0.833,15.6,81
42187645,21495.7741,59.3,81,99,98,256,0.1,0.6,0.5,0.83,15.6,79.4
41431558,1719.53541,58.8,82,98,98,67,0.1,0.6,0.5,0.828,15.7,79.5
485412,15323.6114,58.2,83,95,96,0,0.1,0.6,0.5,0.825,15.7,79.4
2966,3844.89123,23.4,99,99,99,1568,0.1,15.1,15,0.764,14,74.9
2771,382.54994,22.7,99,99,99,1686,0.1,15.2,15,0.76,14,74.7
2585,361.289374,21.9,99,99,99,2107,0.1,15.2,15.1,0.757,13.8,74.6
2425,335.521375,21.2,99,99,99,51,0.1,15.3,15.2,0.752,13.7,74.5
2271,322.992615,2.5,99,99,99,60,0.1,15.3,15.3,0.746,13.6,74.5
2119,2819.511161,19.8,99,99,99,79,0.1,15.3,15.3,0.739,13.5,74.5
19968,216.681584,19.2,97,97,97,21,0.1,15.3,15.4,0.735,13.4,71.8
19817,254.489192,18.5,98,98,98,33,0.1,15.4,15.4,0.731,13.3,72.3
19668,1644.816372,17.9,98,98,98,44,0.1,15.4,15.5,0.725,13.2,73.7
19373,1259.87591,16.6,99,99,99,3,0.1,15.4,15.5,0.712,12.9,74.2
19228,174.6692,16.1,62,97,97,35,0.1,15.4,15.5,0.705,12.8,69.1
1983,989.4547732,15.6,32,98,99,65,0.1,15.4,15.5,0.697,12.7,73.9
18939,873.1472436,15.1,,98,98,139,0.1,15.4,15.6,0.699,12.6,73.7
18797,837.699787,14.6,,98,98,309,0.1,15.4,15.6,0.686,12.5,72.7
18655,875.412178,14.1,,99,99,16527,0.1,15.3,15.5,0.677,12.4,71.5
3864783,2513.884661,,93,93,93,3585,0.3,,,0.488,7.2,64.1
37737913,2176.89829,,94,94,94,676,0.3,,,0.485,7.2,63.8
36849918,1955.66799,,93,93,93,2813,0.3,,,0.478,7,63.5
3599192,1892.894352,,92,92,92,8523,0.3,,,0.468,6.8,63.2
35167314,1666.857757,,93,93,93,5616,0.3,,,0.463,7,62.7
34385963,1476.47887,,75,9,9,680,0.3,,,0.461,7,62.5
3365619,1226.884381,,72,81,81,68,0.3,,,0.456,6.8,62
32955496,1291.528826,,78,85,86,129,0.3,,,0.444,6.3,61.8
32282526,1115.6952,,78,84,84,327,0.3,,,0.44,6.4,61.4
316764,893.8793645,,6,77,78,228,0.2,,,0.43,6.2,61
3911914,679.7539949,,22,78,78,1374,0.2,,,0.423,6.1,67
3186341,565.569459,,,74,74,9562,0.2,,,0.415,5.7,59.7
28679565,412.1517561,,,6,6,4529,0.2,,,0.403,5.6,59.4
279455,377.5254454,,,66,66,4362,0.2,,,0.399,5.6,58.9
2725535,361.35843,,,62,62,2875,0.1,,,0.394,5.5,58.6
55328,8818.982566,58.3,89,89,89,0,0.4,3.5,3.5,0.723,12.7,71.6
54254,9484.56898,57,86,86,86,0,0.4,3.5,3.5,0.719,12.7,71.2
53777,9272.413453,56.3,84,84,84,0,0.9,3.5,3.4,0.708,12.7,71.3
531589,8318.97692,55.5,86,86,86,0,0.1,3.5,3.4,0.704,12.5,76
52613,833.31332,54.8,86,96,96,0,0.5,3.5,3.4,0.7,12.3,73
52619,7443.85178,54.1,87,85,87,0,0.6,3.5,3.4,0.696,12.1,70
515148,6858.163158,53.3,84,85,85,0,1.2,3.5,3.4,0.691,11.9,69.8
5437,527.92,51.8,84,84,84,0,0.6,3.5,3.4,0.678,11.5,69.3
498946,3595.8855,51.1,83,84,83,0,0.6,3.5,3.4,0.672,11.3,68.9
49363,36.48773,5.4,,84,85,0,0.9,3.5,3.5,0,11.1,68.3
488332,263.1399,49.7,,74,75,0,1,3.5,3.5,0,10.9,68
48344,2232.513244,49,,74,73,0,1.6,3.5,3.5,0,11,67.9
47774,1598.77512,48.3,,65,68,0,1.8,3.6,3.5,0,11,67.7
47239,1888.61829,47.6,,7,71,0,0.4,3.6,3.6,0,11.1,67.4
131911,3136.92511,32.3,9,84,9,0,7.1,4,4.1,0.541,11.4,58.9
129597,3464.35169,31.8,98,98,98,0,7.3,4.3,4.3,0.541,11.4,58.4
1271456,3598.75972,31.2,98,98,98,0,9.8,4.5,4.6,0.539,11.4,57.6
1248158,3851.51547,3.7,95,92,95,0,12.2,4.8,4.9,0.534,11.3,56.5
1225258,3934.27325,3.2,91,85,91,0,15.7,5.1,5.2,0.526,11.2,55
122843,369.239336,29.7,89,89,89,313,21.6,5.4,5.6,0.523,11,53.6
118675,332.517125,29.3,88,89,88,26,33.7,5.8,5.9,0.519,10.8,52.6
1158897,2842.438422,28.9,9,89,88,1,40.2,6.1,6.3,0.514,10.6,51.4
1138434,347.48798,28.5,92,88,87,0,40.7,6.5,6.7,0.508,10.5,50
112514,2937.36723,28.2,93,88,87,0,43.7,6.9,7.1,0.502,9.9,47.8
115873,2873.862141,27.8,95,88,86,0,49.1,7.3,7.5,0.495,9.7,46
187392,22.99449,27.1,9,87,85,350,50.6,8.2,8.4,0.493,9.1,45.9
172927,1437.634951,26.3,86,87,84,49,48.8,9,9.2,0.506,9.3,47.1
161468,1637.4567,25.9,83,87,84,10,46.4,9.4,9.6,0.516,9.4,48.4
9799186,5585.25847,59.5,67,98,98,22,0.1,1.5,1.4,0.909,15.9,82.4
969611,5918.19898,59,67,98,98,26,0.1,1.5,1.3,0.906,15.8,82.3
96379,6283.24522,58.5,67,98,98,51,0.1,1.4,1.3,0.904,15.8,81.9
9519374,57134.777,58.1,53,98,98,30,0.1,1.4,1.3,0.903,15.8,81.7
9449213,59593.28711,57.7,42,98,98,26,0.1,1.4,1.3,0.901,16,81.7
9298515,4627.592,56.9,,98,98,3,0.1,1.3,1.3,0.898,15.8,81.4
9219637,55746.84238,56.5,,98,98,25,0.1,1.3,1.3,0.897,15.7,81.1
914892,53324.37937,56.1,,98,98,1,0.1,1.3,1.3,0.895,15.8,89
9855,46256.4716,55.7,,98,98,19,0.1,1.3,1.3,0.892,15.9,88
929572,4385.35315,55.3,,98,98,13,0.1,1.3,1.3,0.89,16,85
8993531,42442.2245,54.9,,99,99,5,0.1,1.3,1.3,0.888,16,83
8958229,36961.42537,54.4,,99,99,3,0.1,1.3,1.3,0.882,15.9,82
8924958,29571.7446,53.9,,99,99,9,0.1,1.3,1.3,0.88,15.9,79.9
889596,26969.24457,53.4,,99,99,5,0.1,1.3,1.3,0.877,15.9,79.8
887219,29283.55,52.8,,99,99,59,0.1,1.4,1.3,0.873,15.9,79.6
8282396,8989.8424,57.4,,97,97,35,0.1,0.4,0.3,0.938,16,83.4
8188649,85814.58857,57,,96,96,23,0.1,0.4,0.3,0.936,15.9,83.2
889346,84658.88768,56.6,,96,96,175,0.1,0.4,0.3,0.934,15.8,83
7996861,83164.38795,56.2,,96,96,61,0.1,0.5,0.3,0.932,15.7,82.7
7912398,87998.44468,55.8,,96,96,621,0.1,0.5,0.3,0.932,15.6,82.6
782499,74276.71842,55.4,,96,95,77,0.1,0.5,0.4,0.92,15.4,82.3
7743831,69672.471,55,,96,95,958,0.1,0.5,0.4,0.916,15.3,82.1
7647675,72119.5687,54.6,,96,95,2022,0.1,0.5,0.4,0.914,15.3,82
7551117,63223.46778,54.1,,94,94,1015,0.1,0.5,0.4,0.911,15.3,81.7
7483934,57348.92788,53.7,,94,94,0,0.1,0.6,0.4,0.904,15.2,81.5
7437115,54797.54663,53.2,,94,94,60,0.1,0.6,0.4,0.899,15.2,81.1
7389625,53255.97631,52.8,,95,93,39,0.1,0.6,0.4,0.895,15.1,81
73391,4796.56497,52.3,,95,93,574,0.1,0.6,0.5,0.889,15,85
7284753,41336.72192,51.8,,95,93,0,0.1,0.6,0.5,0.89,15.2,84
7229854,38538.64447,51.3,,95,93,700,0.1,0.7,0.5,0.888,15.2,82
718425,37813.23426,5.8,,95,93,0,0.1,0.7,0.5,0.879,15.1,79.7
18734987,,57.1,41,5,41,45,0.1,6.3,6.1,0.553,9,64.5
19239,,56.2,47,52,43,594,0.1,6.3,6.1,0.575,9,64.4
24271,,54.2,43,47,45,13,0.1,6.3,6.1,0.645,12.5,62.8
2863993,,53.2,66,6,72,13,0.1,6.3,6.1,0.646,12,71.7
2118834,,52.3,84,83,8,26,0.1,6.4,6.1,0.65,11.7,73.7
2824893,,51.3,84,83,8,22,0.1,6.4,6.2,0.648,11.8,73.8
1963286,258.3529,49.4,83,83,8,403,0.1,6.4,6.2,0.644,11.5,73.8
18914977,1762.24617,48.5,83,83,8,517,0.1,6.4,6.3,0.636,11.4,73.7
18294611,1577.457182,47.6,83,83,8,375,0.1,6.5,6.3,0.624,11,73.5
1786638,148.852738,46.8,82,84,81,189,0.1,6.5,6.3,0.61,10.6,73.2
17415266,1253.39143,46,81,85,83,801,0.1,6.6,6.4,0.599,10.3,73
178791,1263.13455,45.3,8,86,84,538,0.1,6.6,6.5,0.596,10.2,72.8
16766899,1258.421953,44.6,8,83,82,290,0.1,6.7,6.5,0.589,10.1,72.7
1641848,1177.629268,43.9,79,86,84,146,0.1,6.8,6.6,0.588,10,72.6
8548651,918.6771543,4.7,96,96,96,3,0.2,3.6,3.7,0.625,11.3,69.7
8362745,114.45919,39.9,97,94,97,0,0.2,3.6,3.7,0.622,11.3,69.6
817789,14.214412,39,96,97,96,1,0.2,3.6,3.7,0.617,11.2,69.3
799562,954.725253,38.2,94,96,94,16,0.2,3.6,3.7,0.613,11.1,68.8
7815949,834.5412953,37.4,96,97,96,1,0.2,3.7,3.7,0.608,11.1,68.1
764163,738.3475227,36.6,93,95,93,0,0.2,3.7,3.8,0.603,11.1,67.3
7472819,666.3458569,35.9,93,93,93,0,0.2,3.7,3.8,0.601,11.1,66.7
739728,76.914128,35.3,86,87,86,0,0.3,3.8,3.8,0.592,10.8,66.4
7152385,52.35956,34.7,84,85,86,2,0.3,3.8,3.8,0.586,10.9,66.1
7557,44.2872665,34.1,88,76,83,3,0.3,3.8,3.9,0.579,10.7,65.9
6712841,39.281834,33,81,82,86,4,0.3,3.9,3.9,0.563,10.5,65.9
6447688,189.3878519,32.1,39,84,85,927,0.3,4,4,0.543,9.8,64.3
6327125,17.8159721,31.6,,84,85,38,0.3,4.1,4.1,0.535,9.7,64
621625,138.436633,31.3,,86,83,192,0.3,4.2,4.1,0.529,9.6,63.7
686576,5814.863134,33.6,99,99,99,154,0.1,7.7,7.7,0.738,13.6,74.9
68416772,5941.8471,32.4,99,99,99,0,0.1,7.8,7.8,0.737,13.6,74.6
6814365,6171.262444,31.3,99,99,99,2641,0.1,7.9,7.9,0.733,13.6,74.5
67843979,5859.915622,3.1,98,99,99,5197,0.1,8,8.1,0.729,13.7,74.3
675313,5491.159981,29,98,99,99,3156,0.2,8.1,8.2,0.72,13.3,74.1
672888,575.32176,27.9,98,99,99,2583,0.2,8.2,8.3,0.711,13.1,73.9
66881867,4212.5492,26.8,98,99,99,6071,0.3,8.3,8.5,0.706,13,73.7
66195615,3972.26475,24.6,96,98,98,3893,0.4,8.6,8.8,0.687,12.3,73.3
65824164,3368.952576,23.6,96,98,98,3588,0.5,8.7,8.9,0.686,12.4,73
6542547,2893.651356,22.6,96,98,98,3526,0.5,8.9,9.1,0.682,12,72.5
652231,2659.83918,21.7,96,98,98,4165,0.5,9,9.2,0.674,11.9,71.6
64554952,2358.93629,2.9,96,98,98,4519,0.6,9.1,9.3,0.666,11.8,71.7
6473164,296.54617,2.2,95,97,96,10315,0.7,9.2,9.5,0.657,11.5,71.4
63543322,1893.145377,19.4,95,97,96,7319,0.8,9.3,9.6,0.649,11.2,71.2
6295821,27.564826,18.7,95,97,97,4074,0.8,9.4,9.7,0.64,10.9,71.1
,,6.3,92,92,91,1,0.1,2.1,2.1,0.746,12.9,75.7
,,59.7,97,96,95,116,0.1,2.2,2.2,0.743,12.9,75.5
,,59.1,97,98,98,4,0.1,2.2,2.2,0.741,12.9,75.3
,,58.5,98,97,95,7,0.1,2.2,2.2,0.739,12.9,75.1
,,57.9,96,97,96,701,0.1,2.2,2.3,0.735,12.9,74.9
,,56.9,95,96,96,5,0.1,2.3,2.4,0.73,13,74.4
